fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.036,0.451,0.349,1.542,0.129,36.108,46.687,0.999,3.281,0.448,9.268,5
8.68,0.426,0.732,2.595,0.101,5.465,5.749,0.994,3.306,0.538,10.952,6
11.594,0.816,0.22,3.01,0.082,10.978,40.126,0.996,3.274,0.616,10.32,5
6.723,0.636,0.471,2.623,0.098,12.86,4.641,0.998,3.552,0.889,9.154,5
9.015,0.559,0.286,2.496,0.097,29.337,69.819,0.993,3.5,0.677,9.338,7
10.117,0.839,0.004,1.784,0.03,20.641,103.219,0.998,3.492,0.422,9.941,6
8.672,0.547,0.285,1.671,0.013,8.504,25.835,0.999,3.62,0.568,11.28,5
8.951,0.658,0.03,1.692,0.02,20.143,43.575,0.997,3.227,0.858,10.024,4
8.433,0.513,-0.144,1.063,0.185,8.197,30.05,0.994,3.407,0.794,10.393,6
12.877,0.453,0.241,3.044,0.105,13.514,45.234,0.995,3.485,0.666,11.609,6
11.316,0.597,0.096,2.335,0.076,-3.243,20.613,0.996,3.449,0.936,7.769,6
8.353,0.71,0.467,1.322,0.075,0.577,37.687,0.998,3.4,0.385,11.962,5
6.766,0.885,0.237,4.396,0.082,35.289,84.528,0.999,3.282,0.596,10.138,7
9.6,0.486,-0.02,2.307,0.058,28.258,97.971,0.994,3.527,0.449,9.885,5
10.741,0.606,0.341,4.044,0.086,20.09,33.252,0.992,3.334,0.657,10.209,6
7.651,0.48,0.138,3.765,0.127,21.389,58.236,0.995,3.421,0.795,11.088,6
8.677,0.563,-0.196,4.556,0.146,11.014,-28.285,0.997,3.367,0.726,10.011,5
6.166,0.599,0.042,2.384,0.084,25.512,55.709,0.996,3.405,0.528,10.303,6
7.504,0.333,0.371,1.306,0.098,7.498,47.758,0.997,3.267,0.484,10.714,5
8.072,0.714,-0.044,1.613,0.088,13.836,53.023,0.996,3.145,0.78,10.617,5
7.355,0.426,0.748,2.693,0.104,15.254,22.555,0.997,3.184,0.552,8.776,5
7.947,0.576,0.237,3.251,0.024,-6.725,-28.007,0.999,3.167,0.797,12.322,5
8.848,0.289,0.535,2.196,0.06,19.801,-6.511,0.999,3.163,0.951,10.177,6
6.795,0.322,0.168,2.695,0.033,7.225,66.79,0.997,3.042,0.512,9.537,6
7.404,0.749,-0.014,3.906,0.152,19.057,33.787,1.002,3.378,0.614,12.656,5
9.766,0.654,0.237,1.172,0.094,36.101,65.484,0.997,3.387,0.634,9.2,4
9.61,0.437,0.017,4.029,-0.012,10.591,40.891,0.997,3.3,0.747,10.6,6
9.108,0.65,0.044,0.645,0.095,19.109,111.98,0.995,3.069,0.557,10.04,5
7.077,0.507,-0.002,3.699,0.074,20.813,54.185,0.997,3.617,0.629,9.177,6
6.587,0.227,0.208,0.621,0.064,17.139,75.267,0.994,3.305,0.802,9.106,5
8.436,0.288,0.407,2.969,0.063,19.387,84.505,0.999,3.337,0.501,9.529,5
8.561,0.307,0.406,1.742,0.114,24.108,62.461,0.998,3.584,0.876,10.479,7
10.046,0.552,0.453,2.117,0.015,18.819,63.863,0.994,3.366,0.711,9.523,6
9.78,0.416,0.354,3.66,0.067,20.388,52.829,0.997,3.268,0.452,9.526,6
10.624,0.354,0.059,3.536,0.04,2.709,114.271,0.996,3.495,0.637,10.419,6
4.401,0.386,0.182,0.023,0.042,6.409,13.212,1.0,3.362,0.789,10.624,5
8.067,0.62,0.196,1.406,0.02,-16.964,39.274,0.997,3.338,0.758,9.702,6
12.978,0.664,0.275,4.123,0.075,-0.421,56.936,0.998,3.227,0.747,12.652,6
9.262,0.433,0.223,2.13,0.082,22.915,73.769,0.995,3.494,0.819,10.126,4
6.141,0.569,0.477,1.621,0.098,6.264,51.844,1.002,3.023,0.71,9.866,7
9.444,0.678,0.04,2.712,0.125,12.876,59.214,0.994,3.173,0.654,11.541,6
8.148,0.515,0.404,4.712,0.199,20.109,24.527,0.995,3.323,0.697,10.317,5
7.05,0.63,0.227,3.167,0.082,30.76,55.321,0.997,3.441,0.586,11.343,5
10.334,0.424,0.226,4.516,0.125,4.567,-20.981,0.998,3.385,0.679,9.488,7
8.029,0.451,0.122,-0.21,0.036,4.717,3.674,0.999,3.084,0.635,9.691,6
6.494,0.504,0.114,0.718,0.097,17.464,45.529,0.997,3.283,0.248,10.58,4
6.107,0.564,0.227,3.504,0.149,9.072,-8.179,0.993,3.131,0.663,10.316,5
11.107,-0.033,-0.07,3.593,-0.006,28.189,67.442,0.996,3.345,0.769,9.566,5
5.642,0.405,0.188,4.43,-0.013,11.627,109.162,1.0,3.11,0.712,10.018,4
8.507,0.607,0.206,2.745,0.064,16.55,38.325,0.996,3.321,0.627,8.305,7
4.101,0.606,0.182,2.935,0.042,12.115,28.041,0.995,3.228,0.69,10.21,5
8.466,0.158,0.29,1.313,0.115,5.207,6.993,0.993,3.519,0.513,8.702,7
7.245,0.328,0.121,2.798,0.098,19.454,111.558,0.997,3.438,0.782,9.584,4
8.655,0.622,0.242,-0.101,0.114,16.318,63.727,0.996,3.427,0.582,12.016,7
7.17,0.779,0.114,0.513,0.08,22.869,66.531,1.0,3.647,0.764,10.815,5
5.794,0.602,0.188,3.261,0.084,22.549,63.406,0.998,3.406,0.794,11.421,6
8.377,0.701,0.532,3.265,0.1,9.279,-47.392,0.997,3.509,0.579,10.69,6
9.975,0.741,0.204,1.215,0.154,-0.07,13.151,1.001,3.416,0.756,11.142,5
9.578,0.431,0.42,1.73,0.027,6.209,10.323,0.997,3.125,0.385,8.968,4
6.536,0.521,0.453,3.836,-0.013,38.059,23.714,0.996,3.433,0.58,9.917,6
10.079,0.237,0.559,5.863,0.105,1.07,55.714,0.995,3.371,0.719,9.324,6
8.53,0.672,0.42,0.0,0.101,-0.041,59.497,0.996,3.167,0.499,12.898,5
8.614,0.649,0.572,4.082,0.06,13.112,22.126,0.997,3.503,0.63,11.902,5
9.599,0.461,0.363,1.708,0.101,23.551,46.633,0.997,3.282,0.753,11.263,6
7.376,0.581,0.4,4.137,0.105,5.823,38.908,0.997,3.258,0.571,8.827,6
4.593,0.327,-0.007,2.324,0.12,25.484,30.705,0.996,3.613,0.702,8.504,6
6.795,0.19,0.002,0.263,0.072,1.315,76.359,0.992,3.332,0.794,11.858,5
8.473,0.442,0.741,3.719,0.158,13.401,18.642,0.994,3.251,0.491,11.043,5
6.719,0.545,-0.071,4.02,0.041,28.512,-6.276,0.997,3.368,1.069,10.43,6
7.258,0.868,0.406,0.84,0.058,2.825,-43.424,0.996,3.411,0.731,11.213,4
7.071,0.17,0.239,2.271,0.035,0.102,34.943,0.996,3.525,0.453,9.93,6
4.871,0.487,-0.029,-0.705,0.123,10.927,99.271,0.996,3.187,0.653,11.126,6
8.743,0.572,0.618,3.977,0.156,5.66,106.034,1.0,3.44,0.716,11.053,6
6.222,0.611,0.5,2.928,0.142,7.218,13.539,0.997,3.493,0.382,10.367,5
5.71,0.483,0.177,2.448,0.06,12.441,1.984,1.0,3.304,0.508,8.549,7
4.13,0.594,-0.002,2.169,0.101,-1.211,74.065,0.999,3.415,0.591,10.043,6
8.562,0.565,0.282,2.01,0.075,17.13,51.656,0.993,3.626,0.865,10.08,7
8.122,0.409,0.073,1.96,0.088,19.571,81.16,0.993,3.462,0.377,8.97,6
6.289,0.341,0.133,2.019,0.137,15.172,12.892,0.996,3.385,0.623,11.809,5
7.977,0.605,0.839,3.041,0.035,10.325,79.039,0.998,3.455,0.76,10.705,6
12.316,0.481,0.31,1.834,0.148,5.285,51.393,0.996,3.351,0.669,10.214,5
9.265,0.454,0.287,3.015,0.083,18.84,49.327,0.996,3.265,0.741,10.293,7
9.4,0.489,0.198,2.259,0.131,13.431,-10.674,0.996,3.126,0.615,9.762,5
10.029,0.419,0.194,3.814,0.147,17.926,52.375,0.997,3.572,0.55,10.833,4
10.269,0.461,0.304,3.013,0.095,17.547,49.622,0.996,3.172,0.792,9.101,7
8.772,0.466,0.132,1.936,0.127,42.255,34.096,0.996,3.309,0.558,10.353,5
8.143,0.589,0.1,0.309,0.056,14.535,67.446,0.997,3.153,0.841,8.973,5
8.667,0.581,0.679,1.817,0.079,12.53,26.855,0.997,3.442,0.935,11.561,5
7.886,0.57,0.639,2.554,0.032,-3.314,37.344,1.0,3.263,0.841,8.985,5
5.047,0.509,0.155,4.638,0.095,15.902,76.555,0.996,3.307,0.503,8.549,5
3.338,0.26,0.143,3.46,0.123,12.201,43.755,0.997,3.493,0.848,7.946,5
8.631,0.772,0.652,2.504,0.112,20.163,-27.88,0.995,3.187,0.572,8.833,5
7.936,0.289,0.597,0.619,0.073,8.393,60.82,0.998,3.357,0.677,9.325,4
9.42,0.36,0.306,1.425,0.088,30.554,43.228,0.998,3.206,0.518,10.936,6
9.312,0.449,0.175,2.594,0.05,19.141,22.425,0.993,3.41,0.703,11.034,5
5.939,0.967,0.169,0.353,0.158,29.79,76.872,0.998,3.221,0.658,9.978,5
11.55,0.63,0.44,2.712,0.018,18.429,33.62,0.998,3.225,0.602,12.638,5
5.023,0.503,0.252,3.32,0.012,13.529,26.009,0.998,3.564,0.571,11.748,6
9.047,0.591,0.291,2.749,0.087,17.696,-2.158,0.994,3.324,0.609,9.684,6
10.481,0.332,-0.075,1.242,0.103,34.015,67.244,0.997,3.407,1.057,9.531,6
6.678,0.571,0.531,4.908,0.147,-0.832,80.237,0.995,3.312,0.775,12.676,6
6.598,0.614,0.186,3.157,-0.03,31.34,37.063,0.999,3.228,0.651,9.332,6
8.939,0.413,0.383,2.821,0.069,18.721,16.721,1.0,3.275,0.562,10.598,5
8.4,0.702,0.137,1.676,0.062,12.572,62.575,0.997,3.531,0.518,9.458,6
9.665,0.5,0.104,3.344,0.115,23.051,23.097,0.999,3.773,0.704,9.143,7
7.36,0.709,0.419,4.672,0.05,16.511,58.47,0.998,3.35,0.717,11.501,5
8.384,0.775,0.1,3.031,0.07,1.621,120.133,0.997,3.225,0.454,7.223,6
10.243,0.536,0.39,3.283,0.064,23.582,68.574,0.999,3.191,0.579,11.393,5
7.624,0.317,-0.03,3.97,0.141,16.321,-12.226,0.995,3.489,0.672,10.605,6
9.595,0.677,0.256,2.425,0.156,20.166,98.146,0.997,3.138,0.474,10.338,6
8.144,0.623,0.235,2.987,0.102,17.003,1.4,0.994,3.157,0.589,12.487,5
7.781,0.652,0.316,0.539,0.027,10.822,69.351,0.999,3.099,0.748,11.549,5
8.524,0.243,0.365,2.712,0.045,23.221,83.093,0.997,3.532,0.425,8.854,6
6.393,0.25,0.108,3.164,0.17,18.221,60.18,0.996,3.446,0.628,10.6,6
8.592,0.348,0.563,2.164,0.09,12.648,-3.32,1.0,3.071,0.522,12.476,6
10.88,0.841,-0.045,1.384,0.024,30.712,55.972,0.994,3.093,0.788,9.925,6
9.119,0.595,0.018,3.357,0.115,12.955,65.683,0.999,3.142,0.546,11.217,6
7.64,0.382,0.421,2.201,0.102,3.939,47.832,0.995,3.441,0.588,11.168,6
9.66,0.366,0.283,0.416,0.092,18.72,82.063,1.0,3.272,0.386,12.27,5
7.333,0.393,0.055,2.272,0.064,-5.035,101.049,0.996,3.525,0.553,11.637,5
7.458,0.465,0.048,1.904,0.09,31.287,69.482,0.996,3.501,0.464,8.06,6
10.2,0.274,0.263,6.685,0.065,28.323,121.059,0.997,3.241,0.883,12.048,4
10.566,0.699,0.059,-0.716,0.048,19.399,5.768,0.998,3.462,1.05,11.985,5
10.231,0.573,0.002,2.892,0.127,20.274,20.989,1.001,3.254,0.717,11.145,5
9.591,0.691,0.475,1.696,0.071,20.775,63.866,0.996,3.357,0.545,10.914,5
8.069,0.646,0.011,3.287,0.026,18.672,27.738,1.0,3.249,0.494,10.446,8
11.012,0.482,0.381,3.415,0.099,22.173,63.704,0.993,3.32,0.96,9.701,6
10.574,0.613,0.159,1.254,0.074,9.616,47.938,0.998,3.229,0.912,11.22,5
8.439,0.791,0.219,0.517,0.03,15.792,78.762,1.0,3.437,0.525,10.227,6
8.266,0.45,0.184,3.742,0.088,23.555,59.068,0.996,3.226,1.111,10.195,7
5.083,0.482,0.178,2.542,0.128,20.752,71.552,0.997,3.333,0.714,10.838,5
4.808,0.508,0.735,2.453,0.113,30.196,74.871,0.994,3.496,0.682,9.942,7
8.074,0.482,-0.076,4.201,0.01,12.292,93.416,0.995,3.424,0.685,11.291,6
5.761,0.41,0.315,2.811,0.178,15.567,86.438,1.0,3.504,0.721,9.565,5
5.872,0.608,-0.065,-0.69,0.053,12.895,69.777,0.997,3.294,0.863,10.234,5
6.102,0.838,0.267,4.301,0.116,27.642,84.052,0.996,3.369,0.669,8.189,6
9.163,0.278,0.144,-0.403,0.078,17.372,53.859,0.997,3.174,0.521,9.884,5
9.023,0.703,0.229,5.141,0.098,-10.417,12.666,0.998,3.318,0.715,9.392,5
7.649,0.614,0.453,2.345,0.042,27.179,90.951,0.999,3.551,0.464,11.001,7
5.481,0.597,0.399,3.932,0.119,17.312,1.641,0.999,3.28,0.383,9.845,6
8.921,0.784,0.19,1.171,0.101,27.714,39.333,0.996,3.138,0.496,8.092,5
9.117,0.434,0.474,3.295,0.037,22.332,74.102,0.996,3.242,0.608,11.109,7
7.092,0.732,0.326,0.916,0.039,12.528,45.622,0.999,3.329,0.394,11.007,6
5.229,0.317,0.192,3.975,0.047,34.698,33.445,0.997,3.494,0.865,11.456,6
3.552,0.342,0.087,1.655,0.115,18.038,70.913,0.999,3.646,1.009,10.383,6
7.218,0.271,0.171,4.946,0.147,16.005,61.764,0.995,3.59,0.665,10.118,5
6.558,0.593,0.129,2.124,0.077,35.988,114.977,0.995,3.322,0.578,10.949,5
7.18,0.746,0.702,4.206,0.089,15.691,25.91,0.996,3.265,0.574,10.913,5
9.9,0.564,0.538,0.901,0.07,29.652,42.31,0.997,3.165,0.495,10.322,5
8.861,0.639,0.165,1.707,0.17,5.592,89.096,1.0,3.433,0.735,9.505,5
9.605,0.793,0.259,0.745,0.117,5.353,35.876,1.001,3.582,0.662,9.882,5
9.49,0.407,0.527,1.694,0.185,24.353,4.235,0.995,3.227,0.804,8.171,5
11.757,0.567,0.029,2.546,0.1,14.982,44.688,0.993,3.556,0.743,10.148,6
9.51,0.523,0.239,1.065,0.088,13.781,64.161,0.999,2.921,0.895,9.504,7
6.591,0.763,0.577,1.411,0.092,0.422,86.668,0.997,3.331,0.687,10.922,5
7.554,0.618,0.107,2.828,0.003,22.007,97.494,0.996,3.201,0.744,10.917,4
6.601,0.544,0.187,3.328,0.096,7.728,11.809,0.996,3.286,0.625,9.88,6
9.167,0.498,-0.245,0.981,0.122,13.437,54.504,0.993,3.132,0.628,10.702,5
5.526,0.533,0.131,3.403,0.089,21.186,20.077,0.996,3.347,0.72,11.346,5
8.438,0.702,0.187,1.499,0.123,2.196,57.136,0.996,3.321,0.698,10.205,5
9.206,0.568,0.274,2.0,0.089,21.912,56.389,0.999,3.021,0.559,8.938,6
6.688,0.51,0.04,0.183,0.149,11.666,72.09,1.0,3.323,0.531,9.784,6
11.376,0.975,0.37,1.842,0.129,33.354,121.697,0.999,3.113,0.357,9.252,4
6.007,0.426,0.088,0.206,0.038,11.03,50.943,0.994,3.225,0.938,10.614,5
5.901,0.704,0.17,1.357,0.102,14.532,44.136,0.997,3.276,0.487,10.303,5
8.658,0.751,0.093,0.994,0.109,23.705,95.436,1.0,3.39,0.957,9.562,5
10.37,0.748,0.603,1.604,0.14,1.948,51.431,0.999,3.171,0.394,10.854,6
5.57,0.51,-0.035,4.491,0.02,6.332,49.555,0.995,3.438,0.48,10.079,5
9.147,0.523,0.123,3.552,0.111,25.203,49.041,0.999,3.371,0.756,11.368,6
3.834,0.342,0.683,4.971,0.101,0.947,41.45,1.0,3.302,0.964,9.438,6
7.384,0.583,0.25,4.324,0.18,1.653,68.857,0.997,3.2,0.671,8.326,6
8.078,0.798,0.626,3.725,0.039,15.864,43.784,0.997,3.312,0.827,11.737,5
5.98,0.588,0.793,3.075,0.079,23.815,89.807,0.997,3.388,0.293,10.075,7
10.976,0.549,-0.178,2.904,-0.009,13.934,68.401,0.998,3.666,0.705,9.459,5
5.739,0.337,0.2,3.431,0.054,10.089,61.678,0.996,3.407,0.429,12.108,6
11.237,0.605,0.456,1.881,0.057,1.677,56.347,0.994,3.115,0.601,10.732,5
8.346,0.45,0.119,3.118,0.165,10.704,38.565,0.999,3.313,0.592,10.125,6
9.635,0.686,0.406,2.968,0.107,-0.538,22.213,0.997,3.107,0.771,10.915,5
8.848,0.623,0.413,0.34,0.058,29.436,33.27,0.998,3.608,0.668,10.795,5
11.124,0.685,-0.003,0.21,0.161,11.692,-15.083,0.998,3.385,0.566,11.671,5
6.48,0.651,0.353,2.097,0.03,1.878,3.65,0.995,3.167,0.268,10.04,6
10.034,0.366,-0.169,1.887,0.076,33.388,5.224,0.995,3.369,0.463,9.956,6
6.162,0.521,0.205,1.182,0.067,10.79,60.827,1.003,3.239,0.606,10.729,5
7.632,0.525,0.119,2.447,0.191,14.753,44.811,0.996,3.202,0.871,10.926,7
10.022,0.675,0.285,2.841,0.089,12.279,82.399,1.001,3.463,0.515,10.175,6
8.844,0.464,0.681,1.713,0.066,14.203,34.702,1.0,3.271,0.699,9.872,5
9.451,0.622,0.57,3.076,0.038,3.067,65.11,0.997,3.426,0.666,12.632,5
7.305,0.557,0.084,2.092,0.111,14.98,43.516,0.998,3.089,0.616,10.345,7
8.168,0.738,0.258,1.871,0.108,18.79,51.462,0.995,3.298,0.486,10.666,5
11.628,0.392,0.339,0.879,-0.01,5.947,41.595,0.999,3.327,0.592,9.189,5
3.791,0.595,0.28,2.525,0.139,10.012,90.497,0.998,3.192,0.351,10.441,5
9.105,0.269,0.102,1.901,0.105,10.016,99.918,0.996,3.413,0.382,11.373,6
7.797,0.595,0.22,4.781,0.07,23.242,61.243,0.997,3.208,0.666,12.107,5
9.207,0.958,0.35,-0.359,0.066,2.843,34.046,0.998,3.258,0.793,11.149,5
6.687,0.569,0.366,2.48,0.153,25.79,41.613,1.001,2.977,0.774,9.38,7
7.684,0.591,0.189,2.829,0.03,12.585,36.107,0.995,3.376,0.778,8.792,8
6.971,0.439,0.331,0.925,0.047,10.246,95.124,0.995,3.532,0.651,9.13,5
10.11,0.626,0.515,0.69,0.168,11.877,52.625,0.996,3.59,0.605,11.08,4
9.31,0.813,0.203,3.044,0.033,15.366,68.55,1.0,3.541,0.863,10.157,5
6.038,0.587,0.126,0.794,0.04,24.051,44.68,0.995,3.339,0.605,13.897,6
8.381,0.795,0.442,1.74,0.123,13.827,-33.554,0.997,3.321,0.497,11.715,6
10.828,0.444,-0.014,0.99,0.105,16.382,52.179,0.997,3.48,0.652,11.918,7
3.77,0.881,0.317,1.304,0.057,28.456,4.225,0.998,3.254,0.588,10.449,5
8.789,0.631,0.315,4.265,0.11,9.547,25.991,0.993,3.137,0.689,10.56,5
3.637,0.13,-0.117,4.297,0.045,3.717,65.341,0.996,3.216,0.659,9.234,7
7.791,0.45,0.493,0.999,0.129,19.374,77.273,0.995,3.057,0.86,10.223,6
7.171,0.801,0.534,1.37,0.089,24.7,72.491,0.997,3.468,0.543,9.817,6
8.089,0.355,0.589,3.511,0.147,10.719,83.318,0.995,3.575,0.604,11.416,6
6.649,0.564,-0.187,1.53,0.02,24.097,76.072,1.001,3.219,0.788,11.984,6
9.534,0.556,0.264,3.28,0.047,14.764,90.848,0.999,3.18,0.503,10.269,5
8.309,0.605,0.131,2.608,0.071,10.355,72.7,0.998,3.251,0.599,10.078,5
10.893,0.533,0.405,0.965,0.084,14.711,22.266,0.996,3.362,0.646,10.822,8
11.187,0.727,-0.031,5.693,0.117,29.113,66.706,0.992,3.306,0.511,12.017,5
8.195,0.504,0.188,1.667,-0.018,10.264,82.176,0.993,3.266,0.699,7.505,4
8.787,0.455,0.189,2.892,0.056,4.434,23.531,0.995,3.107,0.826,9.038,7
9.56,0.223,0.212,2.864,0.049,16.558,3.197,0.994,3.239,0.672,9.487,6
8.737,0.651,0.476,3.848,0.071,26.514,71.891,0.995,3.126,0.657,11.682,7
8.542,0.585,0.401,0.061,0.079,11.443,60.807,0.998,3.286,0.509,9.634,5
9.373,0.482,0.582,1.947,0.091,26.624,77.552,0.993,3.474,0.631,10.897,6
9.262,0.496,0.204,3.724,0.059,9.743,11.043,0.998,3.429,0.656,10.974,5
9.451,0.269,0.389,2.495,0.047,29.088,36.107,0.995,3.146,0.395,10.1,4
11.378,0.755,0.192,4.27,0.102,-4.311,-5.371,0.996,3.294,0.658,10.345,4
7.364,0.54,0.352,2.028,-0.011,21.471,12.618,0.996,3.338,0.617,11.757,6
8.104,0.423,0.154,2.178,0.074,22.894,41.402,0.995,3.206,0.469,9.673,6
10.875,0.34,0.168,3.977,0.077,32.969,23.849,0.995,3.18,0.446,11.042,5
9.896,0.431,0.449,5.02,0.087,24.467,108.204,0.997,3.591,0.845,12.417,6
5.569,0.335,0.624,-0.519,-0.014,14.351,45.172,0.996,3.363,0.572,10.247,6
4.572,0.337,0.221,2.403,0.132,9.403,28.86,0.994,3.271,0.703,10.886,7
7.627,0.107,0.324,1.15,0.059,24.753,40.192,0.996,3.014,0.768,12.105,6
8.751,0.476,0.282,4.326,0.111,14.791,29.352,0.998,3.244,0.619,10.146,4
8.347,0.438,0.86,3.423,0.093,10.571,26.097,0.996,3.498,0.408,9.013,6
10.355,0.304,0.265,1.261,0.018,-5.727,44.228,1.001,3.394,0.739,10.661,6
6.922,0.747,0.356,5.498,0.011,24.062,72.838,0.997,3.408,0.722,10.978,6
12.743,0.449,0.669,2.616,0.149,0.731,21.486,0.996,3.272,0.475,11.479,6
8.442,0.465,0.148,1.599,0.018,35.563,58.872,0.997,3.136,0.703,9.122,5
6.483,0.436,0.29,2.275,0.07,20.804,55.696,0.996,3.206,0.596,10.231,6
8.977,0.314,0.384,0.997,0.161,44.089,34.813,0.998,3.39,0.903,9.984,7
11.379,0.591,0.199,4.2,0.028,-0.857,23.131,0.996,3.186,0.909,10.66,6
9.883,0.51,0.195,1.714,0.004,13.218,60.231,1.0,3.195,0.496,10.216,6
6.623,0.818,0.17,2.731,0.096,14.244,16.589,0.996,3.4,0.579,9.927,5
5.244,0.489,0.345,2.57,0.021,23.291,93.732,0.998,3.133,0.592,9.145,6
8.81,0.354,0.317,2.033,0.176,9.99,46.192,0.994,3.174,0.783,10.95,4
7.938,0.559,0.494,4.931,0.054,33.072,85.543,0.994,3.264,0.334,9.759,7
5.179,0.698,0.115,1.972,0.073,10.979,14.208,0.996,3.291,0.856,10.128,4
7.336,0.415,0.37,2.844,0.037,13.565,33.993,0.998,3.305,0.538,11.866,6
7.465,0.814,0.326,2.955,0.074,13.242,67.698,0.994,3.262,0.625,11.267,5
7.993,0.495,0.061,4.031,0.137,8.537,64.348,0.999,3.103,0.788,11.17,5
7.447,0.389,0.53,1.929,0.112,31.108,79.307,0.997,3.592,0.587,10.603,5
6.642,0.278,0.156,-0.095,0.109,-0.244,72.944,0.997,3.322,0.749,8.943,5
6.535,0.861,0.21,1.466,-0.028,20.586,27.016,0.995,3.273,0.328,9.914,6
10.839,0.778,0.231,3.444,0.225,-4.627,79.72,0.997,3.468,0.791,9.847,6
5.818,0.264,0.241,3.896,0.123,17.592,93.1,0.997,3.068,0.646,10.674,7
9.932,0.653,0.188,4.018,0.066,0.076,94.827,0.994,3.687,0.31,9.614,5
10.382,0.661,0.377,2.115,0.1,4.707,49.834,0.998,3.124,0.619,10.221,6
9.847,0.834,0.039,1.449,0.119,15.577,67.406,0.997,3.424,0.721,10.574,6
9.543,0.352,0.592,1.654,0.09,16.363,26.885,0.998,3.316,0.824,9.502,5
7.27,0.719,0.542,3.116,0.095,23.786,69.582,1.001,3.146,0.573,12.108,5
9.983,0.843,-0.156,3.158,0.143,14.363,59.38,0.997,3.363,0.352,9.178,6
10.964,0.67,0.553,1.4,0.108,19.348,70.783,0.997,3.329,0.561,10.131,5
8.715,0.672,0.101,5.677,0.128,1.038,63.138,0.995,3.084,0.782,10.606,5
7.314,0.317,0.475,2.431,0.0,32.415,59.377,0.993,3.199,0.766,9.99,6
10.36,0.48,0.227,3.917,0.062,17.014,36.471,1.001,3.154,0.656,11.787,4
8.335,0.51,0.24,2.883,0.112,4.39,39.048,0.998,3.546,0.598,8.419,5
9.586,0.422,0.418,3.735,0.11,17.258,13.919,1.0,3.017,0.658,10.045,6
8.451,0.629,0.417,5.353,0.08,20.49,36.239,0.994,3.146,0.618,11.25,8
7.199,0.315,0.588,3.57,0.051,13.352,82.591,0.994,3.292,0.848,9.332,5
9.229,0.139,0.455,-0.011,0.097,11.771,84.559,0.996,3.514,0.348,11.377,5
6.884,0.937,0.321,3.877,0.141,20.433,67.072,0.997,3.622,0.907,11.501,5
9.553,0.478,0.611,3.367,0.027,21.818,19.106,0.993,3.219,0.996,9.072,6
7.272,0.455,0.205,1.024,0.082,13.749,109.041,0.995,3.409,0.402,10.325,5
9.106,0.241,0.218,2.561,0.052,11.109,71.425,0.997,3.561,0.585,10.623,6
8.748,0.339,0.005,1.515,0.077,24.901,54.638,0.996,3.501,0.533,9.359,6
6.741,0.665,0.408,0.075,-0.012,24.925,60.528,0.998,3.475,0.486,9.32,6
10.617,0.55,0.094,2.799,0.051,14.647,67.023,0.995,3.371,0.805,9.476,5
6.974,0.507,0.048,3.009,0.074,11.25,37.508,0.998,3.405,0.635,9.855,5
8.019,0.684,0.464,3.406,0.06,20.793,95.633,0.995,3.202,0.71,11.319,5
10.813,0.721,0.617,3.03,0.131,7.523,126.315,1.0,3.395,0.59,9.386,6
9.477,0.606,0.665,0.465,0.002,15.668,66.267,0.997,3.283,0.655,10.772,7
7.461,0.617,0.25,1.156,0.148,22.996,60.195,0.996,3.205,0.706,12.204,5
9.701,0.748,0.691,2.132,0.009,20.605,85.695,0.995,3.391,0.579,10.38,7
9.338,0.581,0.314,3.928,0.119,32.886,104.887,0.992,3.619,0.561,11.53,6
9.783,0.412,0.239,1.198,0.079,14.777,2.766,0.997,3.451,0.511,8.833,6
5.824,0.818,0.225,2.084,0.127,12.155,15.203,0.999,3.241,0.795,8.378,8
6.844,0.764,0.294,4.48,0.154,32.516,8.398,0.996,3.5,0.536,7.507,7
2.519,0.598,0.049,1.857,0.092,8.836,55.152,0.996,3.381,0.685,10.578,5
9.412,0.541,0.129,3.169,0.147,31.4,-12.497,0.999,3.213,0.784,9.445,7
5.139,0.594,0.374,4.379,0.061,13.593,46.807,0.995,3.281,0.789,10.684,5
7.038,0.523,0.357,1.283,0.12,22.703,52.372,0.997,3.239,0.446,12.067,5
8.111,0.672,0.546,1.37,0.048,14.664,-22.225,0.996,3.232,0.608,10.853,6
6.671,0.543,0.265,0.984,0.143,9.599,53.789,0.995,3.463,0.566,10.568,6
7.575,0.485,0.309,2.222,0.079,15.324,48.428,1.0,3.207,0.529,11.122,5
7.819,0.991,0.137,3.412,0.088,13.281,-1.81,0.995,3.112,0.701,8.636,6
5.249,0.283,0.663,1.476,0.169,25.901,41.332,0.994,3.208,0.426,11.92,4
8.854,0.473,0.241,3.342,0.085,10.902,11.078,0.999,3.09,0.8,7.938,6
7.523,0.379,0.173,0.759,-0.011,21.099,-7.235,0.997,3.238,0.532,12.184,5
8.494,0.424,-0.025,1.744,0.027,-6.422,-7.806,0.995,3.324,0.878,8.625,6
7.872,0.281,0.095,3.972,0.123,18.913,7.313,0.997,3.236,0.836,9.347,5
9.055,0.752,0.285,1.481,0.143,6.672,67.969,1.0,3.441,0.629,11.927,6
6.493,0.433,0.153,0.345,0.087,7.806,-24.653,0.997,3.538,0.414,11.216,6
7.955,0.369,0.348,0.305,0.065,33.665,17.027,0.996,3.123,0.712,10.411,6
